state,stateFips,countyFips,name,code,combinedName
KY,21,57,Cumberland County,H1,"Cumberland County,KY"
KY,21,59,Daviess County,H1,"Daviess County,KY"
KY,21,61,Edmonson County,H1,"Edmonson County,KY"
KY,21,63,Elliott County,H1,"Elliott County,KY"
KY,21,65,Estill County,H1,"Estill County,KY"
KY,21,67,Fayette County,H6,"Fayette County,KY"
KY,21,69,Fleming County,H1,"Fleming County,KY"
KY,21,71,Floyd County,H1,"Floyd County,KY"
KY,21,73,Franklin County,H1,"Franklin County,KY"
KY,21,75,Fulton County,H1,"Fulton County,KY"
KY,21,77,Gallatin County,H1,"Gallatin County,KY"
KY,21,79,Garrard County,H1,"Garrard County,KY"
KY,21,81,Grant County,H1,"Grant County,KY"
KY,21,83,Graves County,H1,"Graves County,KY"
KY,21,85,Grayson County,H1,"Grayson County,KY"
KY,21,87,Green County,H1,"Green County,KY"
KY,21,89,Greenup County,H1,"Greenup County,KY"
KY,21,91,Hancock County,H1,"Hancock County,KY"
KY,21,93,Hardin County,H1,"Hardin County,KY"
KY,21,95,Harlan County,H1,"Harlan County,KY"
KY,21,97,Harrison County,H1,"Harrison County,KY"
KY,21,99,Hart County,H1,"Hart County,KY"
KY,21,101,Henderson County,H1,"Henderson County,KY"
KY,21,103,Henry County,H1,"Henry County,KY"
KY,21,105,Hickman County,H1,"Hickman County,KY"
KY,21,107,Hopkins County,H1,"Hopkins County,KY"
KY,21,109,Jackson County,H1,"Jackson County,KY"
KY,21,111,Jefferson County,H1,"Jefferson County,KY"
KY,21,113,Jessamine County,H1,"Jessamine County,KY"
KY,21,115,Johnson County,H1,"Johnson County,KY"
KY,21,117,Kenton County,H1,"Kenton County,KY"
KY,21,119,Knott County,H1,"Knott County,KY"
KY,21,121,Knox County,H1,"Knox County,KY"
KY,21,123,Larue County,H1,"Larue County,KY"
KY,21,125,Laurel County,H1,"Laurel County,KY"
KY,21,127,Lawrence County,H1,"Lawrence County,KY"
KY,21,129,Lee County,H1,"Lee County,KY"
KY,21,131,Leslie County,H1,"Leslie County,KY"
KY,21,133,Letcher County,H1,"Letcher County,KY"
KY,21,135,Lewis County,H1,"Lewis County,KY"
KY,21,137,Lincoln County,H1,"Lincoln County,KY"
KY,21,139,Livingston County,H1,"Livingston County,KY"
KY,21,141,Logan County,H1,"Logan County,KY"
KY,21,143,Lyon County,H1,"Lyon County,KY"
KY,21,145,McCracken County,H1,"McCracken County,KY"
KY,21,147,McCreary County,H1,"McCreary County,KY"
KY,21,149,McLean County,H1,"McLean County,KY"
KY,21,151,Madison County,H1,"Madison County,KY"
KY,21,153,Magoffin County,H1,"Magoffin County,KY"
KY,21,155,Marion County,H1,"Marion County,KY"
KY,21,157,Marshall County,H1,"Marshall County,KY"
KY,21,159,Martin County,H1,"Martin County,KY"
KY,21,161,Mason County,H1,"Mason County,KY"
KY,21,163,Meade County,H1,"Meade County,KY"
KY,21,165,Menifee County,H1,"Menifee County,KY"
KY,21,167,Mercer County,H1,"Mercer County,KY"
KY,21,169,Metcalfe County,H1,"Metcalfe County,KY"
KY,21,171,Monroe County,H1,"Monroe County,KY"
KY,21,173,Montgomery County,H1,"Montgomery County,KY"
KY,21,175,Morgan County,H1,"Morgan County,KY"
KY,21,177,Muhlenberg County,H1,"Muhlenberg County,KY"
KY,21,179,Nelson County,H1,"Nelson County,KY"
KY,21,181,Nicholas County,H1,"Nicholas County,KY"
KY,21,183,Ohio County,H1,"Ohio County,KY"
KY,21,185,Oldham County,H1,"Oldham County,KY"
KY,21,187,Owen County,H1,"Owen County,KY"
KY,21,189,Owsley County,H1,"Owsley County,KY"
KY,21,191,Pendleton County,H1,"Pendleton County,KY"
KY,21,193,Perry County,H1,"Perry County,KY"
KY,21,195,Pike County,H1,"Pike County,KY"
KY,21,197,Powell County,H1,"Powell County,KY"
KY,21,199,Pulaski County,H1,"Pulaski County,KY"
KY,21,201,Robertson County,H1,"Robertson County,KY"
KY,21,203,Rockcastle County,H1,"Rockcastle County,KY"
KY,21,205,Rowan County,H1,"Rowan County,KY"
KY,21,207,Russell County,H1,"Russell County,KY"
KY,21,209,Scott County,H1,"Scott County,KY"
KY,21,211,Shelby County,H1,"Shelby County,KY"
KY,21,213,Simpson County,H1,"Simpson County,KY"
KY,21,215,Spencer County,H1,"Spencer County,KY"
KY,21,217,Taylor County,H1,"Taylor County,KY"
KY,21,219,Todd County,H1,"Todd County,KY"
KY,21,221,Trigg County,H1,"Trigg County,KY"
KY,21,223,Trimble County,H1,"Trimble County,KY"
KY,21,225,Union County,H1,"Union County,KY"
KY,21,227,Warren County,H1,"Warren County,KY"
KY,21,229,Washington County,H1,"Washington County,KY"
KY,21,231,Wayne County,H1,"Wayne County,KY"
KY,21,233,Webster County,H1,"Webster County,KY"
KY,21,235,Whitley County,H1,"Whitley County,KY"
KY,21,237,Wolfe County,H1,"Wolfe County,KY"
KY,21,239,Woodford County,H1,"Woodford County,KY"
LA,22,1,Acadia Parish,H1,"Acadia Parish,LA"
LA,22,3,Allen Parish,H1,"Allen Parish,LA"
LA,22,5,Ascension Parish,H1,"Ascension Parish,LA"
LA,22,7,Assumption Parish,H1,"Assumption Parish,LA"
LA,22,9,Avoyelles Parish,H1,"Avoyelles Parish,LA"
LA,22,11,Beauregard Parish,H1,"Beauregard Parish,LA"
LA,22,13,Bienville Parish,H1,"Bienville Parish,LA"
LA,22,15,Bossier Parish,H1,"Bossier Parish,LA"
LA,22,17,Caddo Parish,H1,"Caddo Parish,LA"
LA,22,19,Calcasieu Parish,H1,"Calcasieu Parish,LA"
LA,22,21,Caldwell Parish,H1,"Caldwell Parish,LA"
LA,22,23,Cameron Parish,H1,"Cameron Parish,LA"
LA,22,25,Catahoula Parish,H1,"Catahoula Parish,LA"
LA,22,27,Claiborne Parish,H1,"Claiborne Parish,LA"
LA,22,29,Concordia Parish,H1,"Concordia Parish,LA"
LA,22,31,De Soto Parish,H1,"De Soto Parish,LA"
LA,22,33,East Baton Rouge Parish,H1,"East Baton Rouge Parish,LA"
LA,22,35,East Carroll Parish,H1,"East Carroll Parish,LA"
LA,22,37,East Feliciana Parish,H1,"East Feliciana Parish,LA"
LA,22,39,Evangeline Parish,H1,"Evangeline Parish,LA"
LA,22,41,Franklin Parish,H1,"Franklin Parish,LA"
LA,22,43,Grant Parish,H1,"Grant Parish,LA"
LA,22,45,Iberia Parish,H1,"Iberia Parish,LA"
LA,22,47,Iberville Parish,H1,"Iberville Parish,LA"
LA,22,49,Jackson Parish,H1,"Jackson Parish,LA"
LA,22,51,Jefferson Parish,H1,"Jefferson Parish,LA"
LA,22,53,Jefferson Davis Parish,H1,"Jefferson Davis Parish,LA"
LA,22,55,Lafayette Parish,H1,"Lafayette Parish,LA"
LA,22,57,Lafourche Parish,H1,"Lafourche Parish,LA"
LA,22,59,La Salle Parish,H1,"La Salle Parish,LA"
LA,22,61,Lincoln Parish,H1,"Lincoln Parish,LA"
LA,22,63,Livingston Parish,H1,"Livingston Parish,LA"
LA,22,65,Madison Parish,H1,"Madison Parish,LA"
LA,22,67,Morehouse Parish,H1,"Morehouse Parish,LA"
LA,22,69,Natchitoches Parish,H1,"Natchitoches Parish,LA"
LA,22,71,Orleans Parish,H6,"Orleans Parish,LA"
LA,22,73,Ouachita Parish,H1,"Ouachita Parish,LA"
LA,22,75,Plaquemines Parish,H1,"Plaquemines Parish,LA"
LA,22,77,Pointe Coupee Parish,H1,"Pointe Coupee Parish,LA"
LA,22,79,Rapides Parish,H1,"Rapides Parish,LA"
LA,22,81,Red River Parish,H1,"Red River Parish,LA"
LA,22,83,Richland Parish,H1,"Richland Parish,LA"
LA,22,85,Sabine Parish,H1,"Sabine Parish,LA"
LA,22,87,St. Bernard Parish,H1,"St. Bernard Parish,LA"
LA,22,89,St. Charles Parish,H1,"St. Charles Parish,LA"
LA,22,91,St. Helena Parish,H1,"St. Helena Parish,LA"
LA,22,93,St. James Parish,H1,"St. James Parish,LA"
LA,22,95,St. John the Baptist Parish,H1,"St. John the Baptist Parish,LA"
LA,22,97,St. Landry Parish,H1,"St. Landry Parish,LA"
LA,22,99,St. Martin Parish,H1,"St. Martin Parish,LA"
LA,22,101,St. Mary Parish,H1,"St. Mary Parish,LA"
LA,22,103,St. Tammany Parish,H1,"St. Tammany Parish,LA"
LA,22,105,Tangipahoa Parish,H1,"Tangipahoa Parish,LA"
LA,22,107,Tensas Parish,H1,"Tensas Parish,LA"
LA,22,109,Terrebonne Parish,H1,"Terrebonne Parish,LA"
LA,22,111,Union Parish,H1,"Union Parish,LA"
LA,22,113,Vermilion Parish,H1,"Vermilion Parish,LA"
LA,22,115,Vernon Parish,H1,"Vernon Parish,LA"
LA,22,117,Washington Parish,H1,"Washington Parish,LA"
LA,22,119,Webster Parish,H1,"Webster Parish,LA"
LA,22,121,West Baton Rouge Parish,H1,"West Baton Rouge Parish,LA"
LA,22,123,West Carroll Parish,H1,"West Carroll Parish,LA"
LA,22,125,West Feliciana Parish,H1,"West Feliciana Parish,LA"
LA,22,127,Winn Parish,H1,"Winn Parish,LA"
ME,23,1,Androscoggin County,H1,"Androscoggin County,ME"
ME,23,3,Aroostook County,H1,"Aroostook County,ME"
ME,23,5,Cumberland County,H1,"Cumberland County,ME"
ME,23,7,Franklin County,H1,"Franklin County,ME"
ME,23,9,Hancock County,H1,"Hancock County,ME"
ME,23,11,Kennebec County,H1,"Kennebec County,ME"
ME,23,13,Knox County,H1,"Knox County,ME"
ME,23,15,Lincoln County,H1,"Lincoln County,ME"
ME,23,17,Oxford County,H1,"Oxford County,ME"
ME,23,19,Penobscot County,H1,"Penobscot County,ME"
ME,23,21,Piscataquis County,H1,"Piscataquis County,ME"
ME,23,23,Sagadahoc County,H1,"Sagadahoc County,ME"
ME,23,25,Somerset County,H1,"Somerset County,ME"
ME,23,27,Waldo County,H1,"Waldo County,ME"
ME,23,29,Washington County,H1,"Washington County,ME"
ME,23,31,York County,H1,"York County,ME"
MD,24,1,Allegany County,H1,"Allegany County,MD"
MD,24,3,Anne Arundel County,H1,"Anne Arundel County,MD"
MD,24,5,Baltimore County,H1,"Baltimore County,MD"
MD,24,9,Calvert County,H1,"Calvert County,MD"
MD,24,11,Caroline County,H1,"Caroline County,MD"
MD,24,13,Carroll County,H1,"Carroll County,MD"
MD,24,15,Cecil County,H1,"Cecil County,MD"
MD,24,17,Charles County,H1,"Charles County,MD"
MD,24,19,Dorchester County,H1,"Dorchester County,MD"
MD,24,21,Frederick County,H1,"Frederick County,MD"
MD,24,23,Garrett County,H1,"Garrett County,MD"
MD,24,25,Harford County,H1,"Harford County,MD"
MD,24,27,Howard County,H1,"Howard County,MD"
MD,24,29,Kent County,H1,"Kent County,MD"
MD,24,31,Montgomery County,H1,"Montgomery County,MD"
MD,24,33,Prince George's County,H1,"Prince George's County,MD"
MD,24,35,Queen Anne's County,H1,"Queen Anne's County,MD"
MD,24,37,St. Mary's County,H1,"St. Mary's County,MD"
MD,24,39,Somerset County,H1,"Somerset County,MD"
MD,24,41,Talbot County,H1,"Talbot County,MD"
MD,24,43,Washington County,H1,"Washington County,MD"
MD,24,45,Wicomico County,H1,"Wicomico County,MD"
MD,24,47,Worcester County,H1,"Worcester County,MD"
MD,24,510,Baltimore city,C7,"Baltimore city,MD"
MA,25,1,Barnstable County,H1,"Barnstable County,MA"
MA,25,3,Berkshire County,H4,"Berkshire County,MA"
MA,25,5,Bristol County,H1,"Bristol County,MA"
MA,25,7,Dukes County,H1,"Dukes County,MA"
MA,25,9,Essex County,H4,"Essex County,MA"
MA,25,11,Franklin County,H4,"Franklin County,MA"
MA,25,13,Hampden County,H4,"Hampden County,MA"
MA,25,15,Hampshire County,H4,"Hampshire County,MA"
MA,25,17,Middlesex County,H4,"Middlesex County,MA"
MA,25,19,Nantucket County,H4,"Nantucket County,MA"
MA,25,21,Norfolk County,H1,"Norfolk County,MA"
MA,25,23,Plymouth County,H1,"Plymouth County,MA"
MA,25,25,Suffolk County,H4,"Suffolk County,MA"
MA,25,27,Worcester County,H4,"Worcester County,MA"
MI,26,1,Alcona County,H1,"Alcona County,MI"
MI,26,3,Alger County,H1,"Alger County,MI"
MI,26,5,Allegan County,H1,"Allegan County,MI"
MI,26,7,Alpena County,H1,"Alpena County,MI"
MI,26,9,Antrim County,H1,"Antrim County,MI"
MI,26,11,Arenac County,H1,"Arenac County,MI"
MI,26,13,Baraga County,H1,"Baraga County,MI"
MI,26,15,Barry County,H1,"Barry County,MI"
MI,26,17,Bay County,H1,"Bay County,MI"
MI,26,19,Benzie County,H1,"Benzie County,MI"
MI,26,21,Berrien County,H1,"Berrien County,MI"
MI,26,23,Branch County,H1,"Branch County,MI"
MI,26,25,Calhoun County,H1,"Calhoun County,MI"
MI,26,27,Cass County,H1,"Cass County,MI"
MI,26,29,Charlevoix County,H1,"Charlevoix County,MI"
MI,26,31,Cheboygan County,H1,"Cheboygan County,MI"
MI,26,33,Chippewa County,H1,"Chippewa County,MI"
MI,26,35,Clare County,H1,"Clare County,MI"
MI,26,37,Clinton County,H1,"Clinton County,MI"
MI,26,39,Crawford County,H1,"Crawford County,MI"
MI,26,41,Delta County,H1,"Delta County,MI"
MI,26,43,Dickinson County,H1,"Dickinson County,MI"
MI,26,45,Eaton County,H1,"Eaton County,MI"
MI,26,47,Emmet County,H1,"Emmet County,MI"
MI,26,49,Genesee County,H1,"Genesee County,MI"
MI,26,51,Gladwin County,H1,"Gladwin County,MI"
MI,26,53,Gogebic County,H1,"Gogebic County,MI"
MI,26,55,Grand Traverse County,H1,"Grand Traverse County,MI"
MI,26,57,Gratiot County,H1,"Gratiot County,MI"
MI,26,59,Hillsdale County,H1,"Hillsdale County,MI"
MI,26,61,Houghton County,H1,"Houghton County,MI"
MI,26,63,Huron County,H1,"Huron County,MI"
MI,26,65,Ingham County,H1,"Ingham County,MI"
MI,26,67,Ionia County,H1,"Ionia County,MI"
MI,26,69,Iosco County,H1,"Iosco County,MI"
MI,26,71,Iron County,H1,"Iron County,MI"
MI,26,73,Isabella County,H1,"Isabella County,MI"
MI,26,75,Jackson County,H1,"Jackson County,MI"
MI,26,77,Kalamazoo County,H1,"Kalamazoo County,MI"
MI,26,79,Kalkaska County,H1,"Kalkaska County,MI"
MI,26,81,Kent County,H1,"Kent County,MI"
MI,26,83,Keweenaw County,H1,"Keweenaw County,MI"
MI,26,85,Lake County,H1,"Lake County,MI"
MI,26,87,Lapeer County,H1,"Lapeer County,MI"
MI,26,89,Leelanau County,H1,"Leelanau County,MI"
MI,26,91,Lenawee County,H1,"Lenawee County,MI"
MI,26,93,Livingston County,H1,"Livingston County,MI"
MI,26,95,Luce County,H1,"Luce County,MI"
MI,26,97,Mackinac County,H1,"Mackinac County,MI"
MI,26,99,Macomb County,H1,"Macomb County,MI"
MI,26,101,Manistee County,H1,"Manistee County,MI"
MI,26,103,Marquette County,H1,"Marquette County,MI"
MI,26,105,Mason County,H1,"Mason County,MI"
MI,26,107,Mecosta County,H1,"Mecosta County,MI"
MI,26,109,Menominee County,H1,"Menominee County,MI"
MI,26,111,Midland County,H1,"Midland County,MI"
MI,26,113,Missaukee County,H1,"Missaukee County,MI"
MI,26,115,Monroe County,H1,"Monroe County,MI"
MI,26,117,Montcalm County,H1,"Montcalm County,MI"
MI,26,119,Montmorency County,H1,"Montmorency County,MI"
MI,26,121,Muskegon County,H1,"Muskegon County,MI"
MI,26,123,Newaygo County,H1,"Newaygo County,MI"
MI,26,125,Oakland County,H1,"Oakland County,MI"
MI,26,127,Oceana County,H1,"Oceana County,MI"
MI,26,129,Ogemaw County,H1,"Ogemaw County,MI"
MI,26,131,Ontonagon County,H1,"Ontonagon County,MI"
MI,26,133,Osceola County,H1,"Osceola County,MI"
MI,26,135,Oscoda County,H1,"Oscoda County,MI"
MI,26,137,Otsego County,H1,"Otsego County,MI"
MI,26,139,Ottawa County,H1,"Ottawa County,MI"
MI,26,141,Presque Isle County,H1,"Presque Isle County,MI"
MI,26,143,Roscommon County,H1,"Roscommon County,MI"
MI,26,145,Saginaw County,H1,"Saginaw County,MI"
MI,26,147,St. Clair County,H1,"St. Clair County,MI"
MI,26,149,St. Joseph County,H1,"St. Joseph County,MI"
MI,26,151,Sanilac County,H1,"Sanilac County,MI"
MI,26,153,Schoolcraft County,H1,"Schoolcraft County,MI"
MI,26,155,Shiawassee County,H1,"Shiawassee County,MI"
MI,26,157,Tuscola County,H1,"Tuscola County,MI"
MI,26,159,Van Buren County,H1,"Van Buren County,MI"
MI,26,161,Washtenaw County,H1,"Washtenaw County,MI"
MI,26,163,Wayne County,H1,"Wayne County,MI"
MI,26,165,Wexford County,H1,"Wexford County,MI"
MN,27,1,Aitkin County,H1,"Aitkin County,MN"
MN,27,3,Anoka County,H1,"Anoka County,MN"
MN,27,5,Becker County,H1,"Becker County,MN"
MN,27,7,Beltrami County,H1,"Beltrami County,MN"
MN,27,9,Benton County,H1,"Benton County,MN"
MN,27,11,Big Stone County,H1,"Big Stone County,MN"
MN,27,13,Blue Earth County,H1,"Blue Earth County,MN"
MN,27,15,Brown County,H1,"Brown County,MN"
MN,27,17,Carlton County,H1,"Carlton County,MN"
MN,27,19,Carver County,H1,"Carver County,MN"
MN,27,21,Cass County,H1,"Cass County,MN"
MN,27,23,Chippewa County,H1,"Chippewa County,MN"
MN,27,25,Chisago County,H1,"Chisago County,MN"
MN,27,27,Clay County,H1,"Clay County,MN"
MN,27,29,Clearwater County,H1,"Clearwater County,MN"
MN,27,31,Cook County,H1,"Cook County,MN"
MN,27,33,Cottonwood County,H1,"Cottonwood County,MN"
MN,27,35,Crow Wing County,H1,"Crow Wing County,MN"
MN,27,37,Dakota County,H1,"Dakota County,MN"
MN,27,39,Dodge County,H1,"Dodge County,MN"
MN,27,41,Douglas County,H1,"Douglas County,MN"
MN,27,43,Faribault County,H1,"Faribault County,MN"
MN,27,45,Fillmore County,H1,"Fillmore County,MN"
MN,27,47,Freeborn County,H1,"Freeborn County,MN"
MN,27,49,Goodhue County,H1,"Goodhue County,MN"
MN,27,51,Grant County,H1,"Grant County,MN"
MN,27,53,Hennepin County,H1,"Hennepin County,MN"
MN,27,55,Houston County,H1,"Houston County,MN"
MN,27,57,Hubbard County,H1,"Hubbard County,MN"
MN,27,59,Isanti County,H1,"Isanti County,MN"
MN,27,61,Itasca County,H1,"Itasca County,MN"
MN,27,63,Jackson County,H1,"Jackson County,MN"
MN,27,65,Kanabec County,H1,"Kanabec County,MN"
MN,27,67,Kandiyohi County,H1,"Kandiyohi County,MN"
MN,27,69,Kittson County,H1,"Kittson County,MN"
MN,27,71,Koochiching County,H1,"Koochiching County,MN"
MN,27,73,Lac qui Parle County,H1,"Lac qui Parle County,MN"
MN,27,75,Lake County,H1,"Lake County,MN"
MN,27,77,Lake of the Woods County,H1,"Lake of the Woods County,MN"
MN,27,79,Le Sueur County,H1,"Le Sueur County,MN"
MN,27,81,Lincoln County,H1,"Lincoln County,MN"
MN,27,83,Lyon County,H1,"Lyon County,MN"
MN,27,85,McLeod County,H1,"McLeod County,MN"
MN,27,87,Mahnomen County,H1,"Mahnomen County,MN"
MN,27,89,Marshall County,H1,"Marshall County,MN"
MN,27,91,Martin County,H1,"Martin County,MN"
MN,27,93,Meeker County,H1,"Meeker County,MN"
MN,27,95,Mille Lacs County,H1,"Mille Lacs County,MN"
MN,27,97,Morrison County,H1,"Morrison County,MN"
MN,27,99,Mower County,H1,"Mower County,MN"
MN,27,101,Murray County,H1,"Murray County,MN"
MN,27,103,Nicollet County,H1,"Nicollet County,MN"
MN,27,105,Nobles County,H1,"Nobles County,MN"
MN,27,107,Norman County,H1,"Norman County,MN"
MN,27,109,Olmsted County,H1,"Olmsted County,MN"
MN,27,111,Otter Tail County,H1,"Otter Tail County,MN"
MN,27,113,Pennington County,H1,"Pennington County,MN"
MN,27,115,Pine County,H1,"Pine County,MN"
MN,27,117,Pipestone County,H1,"Pipestone County,MN"
MN,27,119,Polk County,H1,"Polk County,MN"
MN,27,121,Pope County,H1,"Pope County,MN"
MN,27,123,Ramsey County,H1,"Ramsey County,MN"
MN,27,125,Red Lake County,H1,"Red Lake County,MN"
MN,27,127,Redwood County,H1,"Redwood County,MN"
MN,27,129,Renville County,H1,"Renville County,MN"
MN,27,131,Rice County,H1,"Rice County,MN"
MN,27,133,Rock County,H1,"Rock County,MN"
MN,27,135,Roseau County,H1,"Roseau County,MN"
MN,27,137,St. Louis County,H1,"St. Louis County,MN"
MN,27,139,Scott County,H1,"Scott County,MN"
MN,27,141,Sherburne County,H1,"Sherburne County,MN"
MN,27,143,Sibley County,H1,"Sibley County,MN"
MN,27,145,Stearns County,H1,"Stearns County,MN"
MN,27,147,Steele County,H1,"Steele County,MN"
MN,27,149,Stevens County,H1,"Stevens County,MN"
MN,27,151,Swift County,H1,"Swift County,MN"
MN,27,153,Todd County,H1,"Todd County,MN"
MN,27,155,Traverse County,H1,"Traverse County,MN"
MN,27,157,Wabasha County,H1,"Wabasha County,MN"
MN,27,159,Wadena County,H1,"Wadena County,MN"
MN,27,161,Waseca County,H1,"Waseca County,MN"
MN,27,163,Washington County,H1,"Washington County,MN"
MN,27,165,Watonwan County,H1,"Watonwan County,MN"
MN,27,167,Wilkin County,H1,"Wilkin County,MN"
MN,27,169,Winona County,H1,"Winona County,MN"
MN,27,171,Wright County,H1,"Wright County,MN"
MN,27,173,Yellow Medicine County,H1,"Yellow Medicine County,MN"
MS,28,1,Adams County,H1,"Adams County,MS"
MS,28,3,Alcorn County,H1,"Alcorn County,MS"
MS,28,5,Amite County,H1,"Amite County,MS"
MS,28,7,Attala County,H1,"Attala County,MS"
MS,28,9,Benton County,H1,"Benton County,MS"
MS,28,11,Bolivar County,H1,"Bolivar County,MS"
MS,28,13,Calhoun County,H1,"Calhoun County,MS"
MS,28,15,Carroll County,H1,"Carroll County,MS"
MS,28,17,Chickasaw County,H1,"Chickasaw County,MS"
MS,28,19,Choctaw County,H1,"Choctaw County,MS"
MS,28,21,Claiborne County,H1,"Claiborne County,MS"
MS,28,23,Clarke County,H1,"Clarke County,MS"
MS,28,25,Clay County,H1,"Clay County,MS"
MS,28,27,Coahoma County,H1,"Coahoma County,MS"
MS,28,29,Copiah County,H1,"Copiah County,MS"
MS,28,31,Covington County,H1,"Covington County,MS"
MS,28,33,DeSoto County,H1,"DeSoto County,MS"
MS,28,35,Forrest County,H1,"Forrest County,MS"
MS,28,37,Franklin County,H1,"Franklin County,MS"
MS,28,39,George County,H1,"George County,MS"
MS,28,41,Greene County,H1,"Greene County,MS"
MS,28,43,Grenada County,H1,"Grenada County,MS"
MS,28,45,Hancock County,H1,"Hancock County,MS"
MS,28,47,Harrison County,H1,"Harrison County,MS"
MS,28,49,Hinds County,H1,"Hinds County,MS"
MS,28,51,Holmes County,H1,"Holmes County,MS"
MS,28,53,Humphreys County,H1,"Humphreys County,MS"
MS,28,55,Issaquena County,H1,"Issaquena County,MS"
MS,28,57,Itawamba County,H1,"Itawamba County,MS"
MS,28,59,Jackson County,H1,"Jackson County,MS"
MS,28,61,Jasper County,H1,"Jasper County,MS"
MS,28,63,Jefferson County,H1,"Jefferson County,MS"
MS,28,65,Jefferson Davis County,H1,"Jefferson Davis County,MS"
MS,28,67,Jones County,H1,"Jones County,MS"
MS,28,69,Kemper County,H1,"Kemper County,MS"
MS,28,71,Lafayette County,H1,"Lafayette County,MS"
MS,28,73,Lamar County,H1,"Lamar County,MS"
MS,28,75,Lauderdale County,H1,"Lauderdale County,MS"
MS,28,77,Lawrence County,H1,"Lawrence County,MS"
MS,28,79,Leake County,H1,"Leake County,MS"
MS,28,81,Lee County,H1,"Lee County,MS"
MS,28,83,Leflore County,H1,"Leflore County,MS"
MS,28,85,Lincoln County,H1,"Lincoln County,MS"
MS,28,87,Lowndes County,H1,"Lowndes County,MS"
MS,28,89,Madison County,H1,"Madison County,MS"
MS,28,91,Marion County,H1,"Marion County,MS"
MS,28,93,Marshall County,H1,"Marshall County,MS"
MS,28,95,Monroe County,H1,"Monroe County,MS"
MS,28,97,Montgomery County,H1,"Montgomery County,MS"
MS,28,99,Neshoba County,H1,"Neshoba County,MS"
MS,28,101,Newton County,H1,"Newton County,MS"
MS,28,103,Noxubee County,H1,"Noxubee County,MS"
MS,28,105,Oktibbeha County,H1,"Oktibbeha County,MS"
MS,28,107,Panola County,H1,"Panola County,MS"
MS,28,109,Pearl River County,H1,"Pearl River County,MS"
MS,28,111,Perry County,H1,"Perry County,MS"
MS,28,113,Pike County,H1,"Pike County,MS"
MS,28,115,Pontotoc County,H1,"Pontotoc County,MS"
MS,28,117,Prentiss County,H1,"Prentiss County,MS"
MS,28,119,Quitman County,H1,"Quitman County,MS"
MS,28,121,Rankin County,H1,"Rankin County,MS"
MS,28,123,Scott County,H1,"Scott County,MS"
MS,28,125,Sharkey County,H1,"Sharkey County,MS"
MS,28,127,Simpson County,H1,"Simpson County,MS"
MS,28,129,Smith County,H1,"Smith County,MS"
MS,28,131,Stone County,H1,"Stone County,MS"
MS,28,133,Sunflower County,H1,"Sunflower County,MS"
MS,28,135,Tallahatchie County,H1,"Tallahatchie County,MS"
MS,28,137,Tate County,H1,"Tate County,MS"
MS,28,139,Tippah County,H1,"Tippah County,MS"
MS,28,141,Tishomingo County,H1,"Tishomingo County,MS"
MS,28,143,Tunica County,H1,"Tunica County,MS"
MS,28,145,Union County,H1,"Union County,MS"
MS,28,147,Walthall County,H1,"Walthall County,MS"
MS,28,149,Warren County,H1,"Warren County,MS"
MS,28,151,Washington County,H1,"Washington County,MS"
MS,28,153,Wayne County,H1,"Wayne County,MS"
MS,28,155,Webster County,H1,"Webster County,MS"
MS,28,157,Wilkinson County,H1,"Wilkinson County,MS"
MS,28,159,Winston County,H1,"Winston County,MS"
MS,28,161,Yalobusha County,H1,"Yalobusha County,MS"
MS,28,163,Yazoo County,H1,"Yazoo County,MS"
MO,29,1,Adair County,H1,"Adair County,MO"
MO,29,3,Andrew County,H1,"Andrew County,MO"
MO,29,5,Atchison County,H1,"Atchison County,MO"
MO,29,7,Audrain County,H1,"Audrain County,MO"
MO,29,9,Barry County,H1,"Barry County,MO"
MO,29,11,Barton County,H1,"Barton County,MO"
MO,29,13,Bates County,H1,"Bates County,MO"
MO,29,15,Benton County,H1,"Benton County,MO"
MO,29,17,Bollinger County,H1,"Bollinger County,MO"
MO,29,19,Boone County,H1,"Boone County,MO"
MO,29,21,Buchanan County,H1,"Buchanan County,MO"
MO,29,23,Butler County,H1,"Butler County,MO"
MO,29,25,Caldwell County,H1,"Caldwell County,MO"
MO,29,27,Callaway County,H1,"Callaway County,MO"
MO,29,29,Camden County,H1,"Camden County,MO"
MO,29,31,Cape Girardeau County,H1,"Cape Girardeau County,MO"
MO,29,33,Carroll County,H1,"Carroll County,MO"
MO,29,35,Carter County,H1,"Carter County,MO"
MO,29,37,Cass County,H1,"Cass County,MO"
MO,29,39,Cedar County,H1,"Cedar County,MO"
MO,29,41,Chariton County,H1,"Chariton County,MO"
MO,29,43,Christian County,H1,"Christian County,MO"
MO,29,45,Clark County,H1,"Clark County,MO"
MO,29,47,Clay County,H1,"Clay County,MO"
MO,29,49,Clinton County,H1,"Clinton County,MO"
MO,29,51,Cole County,H1,"Cole County,MO"
MO,29,53,Cooper County,H1,"Cooper County,MO"
MO,29,55,Crawford County,H1,"Crawford County,MO"
MO,29,57,Dade County,H1,"Dade County,MO"
MO,29,59,Dallas County,H1,"Dallas County,MO"
MO,29,61,Daviess County,H1,"Daviess County,MO"
MO,29,63,DeKalb County,H1,"DeKalb County,MO"
MO,29,65,Dent County,H1,"Dent County,MO"
MO,29,67,Douglas County,H1,"Douglas County,MO"
MO,29,69,Dunklin County,H1,"Dunklin County,MO"
