name,total,denisty,dem,gop,fips
"Lamar County, Mississippi","55,658",111.98,"5,044","18,493","28,073"
"Lamar County, Alabama","14,564",24.08,"1,035","5,819","1,075"
"Lamar County, Texas","49,793",54.89,"3,579","14,546","48,277"
"Lamar County, Georgia","18,317",99.82,"2,267","5,183","13,171"
"Lamb County, Texas","13,977",13.75,770,"3,040","48,279"
"Lamoille County, Vermont","24,475",53.35,"7,241","3,570","50,015"
"LaMoure County, North Dakota","4,139",3.61,500,"1,475","38,045"
"Lampasas County, Texas","19,677",27.6,"1,479","6,371","48,281"
"Lancaster County, Virginia","11,391",85.49,"2,862","3,520","51,103"
"Lancaster County, Nebraska","285,407",340.76,"60,533","60,456","31,109"
"Lancaster County, Pennsylvania","519,445",550.37,"90,066","137,145","42,071"
"Lancaster County, South Carolina","76,652",139.58,"13,718","23,598","45,057"
"Lander County, Nevada","5,775",1.05,403,"1,828","32,015"
"Lane County, Oregon","351,715",77.25,"100,497","66,218","41,039"
"Lane County, Kansas","1,750",2.44,104,684,"20,101"
"Langlade County, Wisconsin","19,977",22.95,"3,260","6,436","55,067"
"Lanier County, Georgia","10,078",54.4,805,"1,984","13,173"
"Lapeer County, Michigan","88,319",137.35,"12,734","30,037","26,087"
"LaPorte County, Indiana","111,467",186.31,"19,795","22,678","18,091"
"Laramie County, Wyoming","91,738",34.16,"11,572","24,844","56,021"
"Larimer County, Colorado","299,630",115.42,"92,170","82,624","8,069"
"Larue County, Kentucky","14,193",54.27,"1,278","4,799","21,123"
"Las Animas County, Colorado","15,507",3.25,"2,614","3,656","8,071"
"LaSalle County, Illinois","113,924",100.36,"19,277","26,269","17,099"
"Lassen County, California","34,895",7.68,"2,224","7,574","6,035"
"Latah County, Idaho","37,244",34.61,"8,093","7,255","16,057"
"Latimer County, Oklahoma","11,154",15.45,797,"3,094","40,077"
"Lauderdale County, Mississippi","80,261",114.07,"10,910","17,574","28,075"
"Lauderdale County, Tennessee","27,815",58.93,"3,656","4,884","47,097"
"Lauderdale County, Alabama","92,709",138.85,"9,877","27,735","1,077"
"Laurel County, Kentucky","58,849",135.61,"3,440","20,592","21,125"
"Laurens County, South Carolina","66,537",93.21,"8,845","16,770","45,059"
"Laurens County, Georgia","48,434",60,"6,737","12,401","13,175"
"Lavaca County, Texas","19,263",19.86,"1,170","7,339","48,285"
"Lawrence County, Indiana","46,134",102.71,"4,210","14,034","18,093"
"Lawrence County, Arkansas","17,415",29.64,"1,263","4,064","5,075"
"Lawrence County, Alabama","34,339",49.72,"3,611","10,732","1,079"
"Lawrence County, Pennsylvania","91,108",254.37,"13,933","25,323","42,073"
"Lawrence County, Ohio","62,450",137.75,"6,849","18,240","39,087"
"Lawrence County, Missouri","38,634",63.15,"2,898","13,084","29,109"
"Lawrence County, Kentucky","15,860",38.16,"1,045","4,816","21,127"
"Lawrence County, Mississippi","12,929",30.02,"2,181","4,072","28,077"
"Lawrence County, Tennessee","41,869",67.84,"2,821","12,419","47,099"
"Lawrence County, Illinois","16,833",45.23,"1,288","4,517","17,101"
"Lawrence County, South Dakota","24,097",30.12,"3,356","7,411","46,081"
"Le Flore County, Oklahoma","50,384",31.7,"3,245","13,346","40,079"
"Le Sueur County, Minnesota","27,703",61.73,"4,623","9,182","27,079"
"Lea County, New Mexico","64,727",14.74,"3,877","12,306","35,025"
"Leake County, Mississippi","23,805",40.83,"3,579","4,775","28,079"
"Leavenworth County, Kansas","76,227",164.7,"10,064","17,387","20,103"
"Lebanon County, Pennsylvania","133,568",369.14,"17,860","38,804","42,075"
"Lee County, Florida","618,754",788.71,"124,725","191,141","12,071"
"Lee County, North Carolina","57,866",226.96,"10,380","13,625","37,105"
"Lee County, Arkansas","10,424",17.3,"1,735","1,229","5,077"
"Lee County, Iowa","35,862",69.3,"6,195","8,762","19,111"
"Lee County, Illinois","36,031",49.71,"5,499","8,597","17,103"
"Lee County, Georgia","28,298",79.54,"3,166","10,641","13,177"
"Lee County, Kentucky","7,887",37.76,444,"2,151","21,129"
"Lee County, South Carolina","19,220",46.86,"5,170","2,789","45,061"
"Lee County, Alabama","140,247",230.85,"20,987","34,321","1,081"
"Lee County, Mississippi","82,910",184.26,"9,635","21,695","28,081"
"Lee County, Texas","16,612",26.41,"1,372","4,996","48,287"
"Lee County, Virginia","25,587",58.75,"1,627","7,542","51,105"
"Leelanau County, Michigan","21,708",62.53,"6,774","7,239","26,089"
"Leflore County, Mississippi","32,317",54.54,"6,677","2,757","28,083"
"Lehigh County, Pennsylvania","349,497","1,012.55","77,087","70,285","42,077"
"Lemhi County, Idaho","7,936",1.74,733,"3,011","16,059"
"Lenawee County, Michigan","99,892",133.27,"16,750","26,428","26,091"
"Lenoir County, North Carolina","59,495",148.52,"11,752","13,354","37,107"
"Leon County, Texas","16,801",15.66,909,"6,391","48,289"
"Leon County, Florida","275,487",413.12,"91,936","53,777","12,073"
"Leslie County, Kentucky","11,310",28.22,400,"4,015","21,131"
"Letcher County, Kentucky","24,519",72.56,"1,542","7,293","21,133"
"Levy County, Florida","40,801",36.49,"5,091","13,758","12,075"
"Lewis and Clark County, Montana","63,395",18.33,"14,331","16,665","30,049"
"Lewis County, Tennessee","12,161",43.11,890,"3,579","47,101"
"Lewis County, Washington","75,455",31.4,"7,236","16,273","53,041"
"Lewis County, West Virginia","16,372",42.54,"1,336","5,245","54,041"
"Lewis County, Missouri","10,211",20.22,933,"3,343","29,111"
"Lewis County, Kentucky","13,870",28.73,785,"4,363","21,135"
"Lewis County, New York","27,087",21.25,"2,828","6,916","36,049"
"Lewis County, Idaho","3,821",7.98,270,"1,202","16,061"
"Lexington city, Virginia","7,042","2,820.30","1,514",766,"51,678"
"Lexington County, South Carolina","262,391",375.43,"35,143","79,866","45,063"
"Liberty County, Florida","8,365",10.01,651,"2,542","12,077"
"Liberty County, Montana","2,339",1.64,205,695,"30,051"
"Liberty County, Texas","75,643",65.3,"4,851","18,856","48,291"
"Liberty County, Georgia","63,453",129.55,"9,531","6,125","13,179"
"Licking County, Ohio","166,492",243.94,"26,360","49,346","39,089"
"Limestone County, Texas","23,384",25.83,"1,748","5,747","48,293"
"Limestone County, Alabama","82,782",147.84,"9,340","28,824","1,083"
"Lincoln County, Minnesota","5,896",10.98,860,"1,930","27,081"
"Lincoln County, Colorado","5,467",2.12,399,"1,873","8,073"
"Lincoln County, New Mexico","20,497",4.24,"2,329","5,889","35,027"
"Lincoln County, Arkansas","14,134",25.17,"1,252","2,455","5,079"
"Lincoln County, West Virginia","21,720",49.7,"1,435","5,257","54,043"
"Lincoln County, Georgia","7,996",38.01,"1,271","2,759","13,181"
"Lincoln County, Washington","10,570",4.57,"1,238","4,095","53,043"
"Lincoln County, Mississippi","34,869",59.49,"4,458","10,550","28,085"
"Lincoln County, Nebraska","36,288",14.15,"2,878","11,992","31,111"
"Lincoln County, Montana","19,687",5.45,"2,040","6,720","30,053"
"Lincoln County, South Dakota","44,828",77.65,"8,076","15,499","46,083"
"Lincoln County, Wyoming","18,106",4.44,"1,105","6,779","56,023"
"Lincoln County, Idaho","5,208",4.33,360,"1,184","16,063"
"Lincoln County, Missouri","52,566",83.9,"5,561","18,111","29,113"
"Lincoln County, North Carolina","78,265",262.69,"9,836","28,653","37,109"
"Lincoln County, Tennessee","33,361",58.49,"2,550","10,375","47,103"
"Lincoln County, Maine","34,457",75.59,"10,241","9,727","23,015"
"Lincoln County, Kentucky","24,742",74.06,"1,865","7,338","21,137"
"Lincoln County, Kansas","3,241",4.51,214,"1,168","20,105"
"Lincoln County, Wisconsin","28,743",32.7,"5,370","8,400","55,069"
"Lincoln County, Oklahoma","34,273",35.99,"2,423","10,838","40,081"
"Lincoln County, Oregon","46,034",46.98,"12,300","9,901","41,041"
"Lincoln County, Nevada","5,345",0.5,285,"1,671","32,017"
"Lincoln Parish, Louisiana","46,735",99.07,"7,102","10,761","22,061"
"Linn County, Missouri","12,761",20.73,"1,239","4,084","29,115"
"Linn County, Kansas","9,656",16.25,721,"3,377","20,107"
"Linn County, Iowa","211,226",294.65,"58,481","48,183","19,113"
"Linn County, Oregon","116,672",50.95,"17,456","32,683","41,043"
"Lipscomb County, Texas","3,302",3.54,135,"1,159","48,295"
"Litchfield County, Connecticut","189,927",206.32,"39,836","53,376","9,005"
"Little River County, Arkansas","13,171",24.75,"1,397","3,604","5,081"
"Live Oak County, Texas","11,531",11.09,739,"3,450","48,297"
"Livingston County, Kentucky","9,519",30.4,887,"3,570","21,139"
"Livingston County, Missouri","15,195",28.54,"1,265","4,879","29,117"
"Livingston County, Michigan","180,967",320.15,"34,378","65,665","26,093"
"Livingston County, Illinois","38,950",37.3,"4,005","10,197","17,105"
"Livingston County, New York","65,393",103.51,"10,478","19,211","36,051"
"Livingston Parish, Louisiana","128,026",197.52,"6,950","48,797","22,063"
"Llano County, Texas","19,301",20.66,"1,825","8,283","48,299"
"Logan County, Kansas","2,756",2.57,149,"1,124","20,109"
"Logan County, Ohio","45,858",100.03,"4,537","15,586","39,091"
"Logan County, Kentucky","26,835",48.6,"2,755","7,778","21,141"
"Logan County, North Dakota","1,990",2,112,867,"38,047"
"Logan County, West Virginia","36,743",80.98,"2,082","9,866","54,045"
"Logan County, Arkansas","22,353",31.57,"1,712","5,737","5,083"
"Logan County, Oklahoma","41,848",56.26,"4,239","13,613","40,083"
"Logan County, Colorado","22,709",12.35,"1,843","7,272","8,075"
"Logan County, Illinois","30,305",49.03,"3,301","8,167","17,107"
"Logan County, Nebraska",763,1.34,32,400,"31,113"
"Long County, Georgia","14,464",36.13,"1,356","2,623","13,183"
"Lonoke County, Arkansas","68,356",88.69,"5,638","19,902","5,085"
"Lorain County, Ohio","301,356",613.63,"64,958","65,346","39,093"
"Los Alamos County, New Mexico","17,950",164.43,"5,443","3,329","35,028"
"Los Angeles County, California","9,818,605","2,419.64","1,893,770","620,285","6,037"
"Loudon County, Tennessee","48,556",211.84,"4,916","17,588","47,105"
"Loudoun County, Virginia","312,311",605.77,"99,909","69,633","51,107"
"Louisa County, Virginia","33,153",66.8,"6,208","10,507","51,109"
"Louisa County, Iowa","11,387",28.34,"1,643","3,060","19,115"
"Loup County, Nebraska",632,1.11,48,323,"31,115"
"Love County, Oklahoma","9,423",18.33,735,"2,920","40,085"
"Loving County, Texas",82,0.12,4,57,"48,301"
"Lowndes County, Georgia","109,233",220.2,"14,614","21,308","13,185"
"Lowndes County, Alabama","11,299",15.78,"4,882","1,751","1,085"
"Lowndes County, Mississippi","59,779",118.26,"11,545","13,124","28,087"
"Lubbock County, Texas","278,831",311.33,"27,956","65,566","48,303"
"Lucas County, Ohio","441,815","1,296.20","107,363","74,102","39,095"
"Lucas County, Iowa","8,898",20.66,"1,236","2,873","19,117"
"Luce County, Michigan","6,631",7.38,681,"1,756","26,095"
"Lumpkin County, Georgia","29,966",105.91,"2,216","9,613","13,187"
"Luna County, New Mexico","25,095",8.46,"3,195","3,478","35,029"
"Lunenburg County, Virginia","12,914",29.92,"2,226","3,206","51,111"
"Luzerne County, Pennsylvania","320,918",360.45,"51,454","77,508","42,079"
"Lycoming County, Pennsylvania","116,111",94.51,"12,926","35,475","42,081"
"Lyman County, South Dakota","3,755",2.29,369,977,"46,085"
"Lynchburg city, Virginia","75,568","1,538.20","14,787","17,979","51,680"
"Lynn County, Texas","5,915",6.63,403,"1,546","48,305"
"Lyon County, Kansas","33,690",39.75,"4,456","6,354","20,111"
"Lyon County, Minnesota","25,857",36.19,"3,825","7,256","27,083"
"Lyon County, Kentucky","8,314",38.88,"1,045","2,789","21,143"
"Lyon County, Iowa","11,581",19.71,917,"5,188","19,119"
"Lyon County, Nevada","51,980",25.97,"6,146","16,005","32,019"
"Mackinac County, Michigan","11,113",10.88,"2,085","3,740","26,097"
"Macomb County, Michigan","840,978","1,754.88","176,238","224,589","26,099"
"Macon County, Missouri","15,566",19.43,"1,518","5,794","29,121"
"Macon County, Alabama","21,452",35.23,"7,237","1,394","1,087"
"Macon County, Georgia","14,740",36.79,"2,705","1,540","13,193"
"Macon County, Illinois","110,768",190.75,"18,211","26,782","17,115"
"Macon County, Tennessee","22,248",72.44,"1,071","6,260","47,111"
"Macon County, North Carolina","33,922",65.8,"4,841","12,035","37,113"
"Macoupin County, Illinois","47,765",55.35,"6,532","14,194","17,117"
"Madera County, California","150,865",70.59,"13,283","19,221","6,039"
"Madison County, Tennessee","98,294",176.43,"15,438","21,321","47,113"
"Madison County, North Carolina","20,764",46.19,"3,899","6,735","37,115"
"Madison County, New York","73,442",112.15,"10,548","14,901","36,053"
"Madison County, Kentucky","82,916",189.61,"11,793","23,431","21,151"
"Madison County, Indiana","131,636",291.28,"18,595","32,376","18,095"
"Madison County, Texas","13,664",29.32,881,"3,349","48,313"
"Madison County, Missouri","12,226",24.73,"1,005","4,102","29,123"
"Madison County, Illinois","269,282",376.31,"50,336","70,295","17,119"
"Madison County, Ohio","43,435",93.23,"4,662","11,319","39,097"
"Madison County, Virginia","13,308",41.5,"2,202","4,418","51,113"
"Madison County, Mississippi","95,203",133.24,"18,358","25,607","28,089"
"Madison County, Georgia","28,120",99.61,"2,423","9,195","13,195"
"Madison County, Alabama","334,811",417.68,"62,435","89,199","1,089"
"Madison County, Iowa","15,679",27.95,"2,666","5,336","19,121"
"Madison County, Florida","19,224",27.62,"3,526","4,849","12,079"
"Madison County, Nebraska","34,876",60.89,"2,663","10,518","31,119"
"Madison County, Arkansas","15,717",18.84,"1,587","4,917","5,087"
"Madison County, Montana","7,691",2.14,"1,175","3,280","30,057"
"Madison County, Idaho","37,536",80,"1,201","8,941","16,065"
"Madison Parish, Louisiana","12,093",19.37,"2,744","1,927","22,065"
"Magoffin County, Kentucky","13,333",43.23,"1,172","3,824","21,153"
"Mahaska County, Iowa","22,381",39.21,"2,606","7,404","19,123"
"Mahnomen County, Minnesota","5,413",9.7,930,991,"27,087"
"Mahoning County, Ohio","238,823",580.2,"56,188","52,808","39,099"
"Major County, Oklahoma","7,527",7.88,310,"2,940","40,093"
"Malheur County, Oregon","31,313",3.17,"2,213","7,141","41,045"
"Manassas city, Virginia","37,821","3,827.77","8,395","5,934","51,683"
"Manassas Park city, Virginia","14,273","5,633.14","3,218","1,732","51,685"
"Manatee County, Florida","322,833",434.54,"71,066","101,681","12,081"
"Manistee County, Michigan","24,733",45.62,"4,979","6,915","26,101"
"Manitowoc County, Wisconsin","81,442",138.25,"14,563","23,234","55,071"
"Marathon County, Wisconsin","134,063",86.77,"26,476","39,010","55,073"
"Marengo County, Alabama","21,027",21.52,"5,607","5,224","1,091"
"Maricopa County, Arizona","3,817,117",414.9,"549,040","590,465","4,013"
"Maries County, Missouri","9,176",17.41,794,"3,559","29,125"
"Marin County, California","252,409",485.12,"86,650","17,531","6,041"
"Marinette County, Wisconsin","41,749",29.83,"6,243","12,995","55,075"
"Marion County, Oregon","315,335",266.71,"48,803","54,336","41,047"
"Marion County, Georgia","8,742",23.89,"1,213","1,921","13,197"
"Marion County, Indiana","903,393","2,279.58","212,676","130,228","18,097"
"Marion County, Texas","10,546",27.69,"1,156","2,968","48,315"
"Marion County, Florida","331,298",209.08,"61,958","107,710","12,083"
"Marion County, Missouri","28,781",65.87,"2,993","9,418","29,127"
"Marion County, Iowa","33,309",60.07,"5,469","10,940","19,125"
"Marion County, Kansas","12,660",13.41,"1,177","3,928","20,115"
"Marion County, Tennessee","28,237",56.68,"2,829","7,680","47,115"
"Marion County, Arkansas","16,653",27.89,"1,377","5,077","5,089"
"Marion County, Kentucky","19,820",57.78,"2,679","5,122","21,155"
"Marion County, South Carolina","33,062",67.58,"8,522","5,434","45,067"
"Marion County, Mississippi","27,088",49.94,"3,572","7,697","28,091"
"Marion County, Alabama","30,776",41.46,"1,432","11,273","1,093"
"Marion County, Ohio","66,501",164.71,"7,748","16,563","39,101"
"Marion County, Illinois","39,437",68.9,"4,231","11,677","17,121"
"Marion County, West Virginia","56,418",182.74,"6,926","14,592","54,049"
"Mariposa County, California","18,251",12.6,"3,122","5,185","6,043"
"Marlboro County, South Carolina","28,933",60.32,"5,928","4,257","45,069"
"Marquette County, Michigan","67,077",37.09,"16,042","14,646","26,103"
"Marquette County, Wisconsin","15,404",33.81,"2,808","4,712","55,077"
"Marshall County, Mississippi","37,144",52.6,"7,944","6,525","28,093"
"Marshall County, Tennessee","30,617",81.55,"2,848","8,167","47,117"
"Marshall County, Indiana","47,051",106.06,"4,798","12,286","18,099"
"Marshall County, Kansas","10,117",11.24,"1,060","3,250","20,117"
"Marshall County, South Dakota","4,656",5.56,754,"1,056","46,091"
"Marshall County, West Virginia","33,107",108.39,"2,894","9,565","54,051"
"Marshall County, Illinois","12,640",32.68,"1,784","3,776","17,123"
"Marshall County, Kentucky","31,448",104.39,"3,672","12,322","21,157"
"Marshall County, Iowa","40,648",71,"7,623","9,125","19,127"
"Marshall County, Alabama","93,019",164.39,"4,913","29,217","1,095"
"Marshall County, Minnesota","9,439",5.32,"1,225","3,208","27,089"
"Marshall County, Oklahoma","15,840",42.69,"1,095","4,202","40,095"
"Martin County, North Carolina","24,505",53.13,"5,814","5,874","37,117"
"Martin County, Florida","146,318",269.23,"30,158","53,182","12,085"
"Martin County, Minnesota","20,840",29.26,"2,733","7,062","27,091"
"Martin County, Indiana","10,334",30.78,881,"3,695","18,101"
"Martin County, Kentucky","12,929",56.31,363,"3,503","21,159"
"Martin County, Texas","4,799",5.25,266,"1,453","48,317"
"Martinsville city, Virginia","13,821","1,261.47","3,531","2,149","51,690"
"Mason County, Washington","60,699",63.27,"11,872","13,539","53,045"
"Mason County, Texas","4,012",4.32,353,"1,656","48,319"
"Mason County, West Virginia","27,324",63.43,"2,069","7,597","54,053"
"Mason County, Michigan","28,705",57.98,"5,281","8,505","26,105"
"Mason County, Kentucky","17,490",72.84,"1,970","4,944","21,161"
"Mason County, Illinois","14,666",27.2,"2,008","4,051","17,125"
"Massac County, Illinois","15,429",65.04,"1,555","4,844","17,127"
"Matagorda County, Texas","36,702",33.36,"3,357","8,147","48,321"
"Mathews County, Virginia","8,978",104.48,"1,563","3,515","51,115"
"Maui County, Hawaii","154,834",133.3,"33,479","13,445","15,009"
"Maury County, Tennessee","80,956",132.04,"10,026","23,781","47,119"
"Maverick County, Texas","54,258",42.41,"10,397","2,816","48,323"
"Mayes County, Oklahoma","41,259",62.95,"3,423","11,550","40,097"
"McClain County, Oklahoma","34,506",60.46,"2,893","13,151","40,087"
"McCone County, Montana","1,734",0.66,154,858,"30,055"
"McCook County, South Dakota","5,618",9.78,623,"1,794","46,087"
"McCormick County, South Carolina","10,233",28.49,"2,479","2,651","45,065"
"McCracken County, Kentucky","65,565",263.58,"9,134","20,774","21,145"
"McCreary County, Kentucky","18,306",42.89,664,"5,012","21,147"
"McCulloch County, Texas","8,283",7.77,480,"2,546","48,307"
"McCurtain County, Oklahoma","33,151",17.92,"1,799","8,642","40,089"
"McDonald County, Missouri","23,083",42.79,"1,329","6,599","29,119"
"McDonough County, Illinois","32,612",55.33,"5,278","6,789","17,109"
"McDowell County, North Carolina","44,996",102.12,"4,645","14,517","37,111"
"McDowell County, West Virginia","22,113",41.45,"1,429","4,614","54,047"
"McDuffie County, Georgia","21,875",84.96,"3,699","5,432","13,189"
"McHenry County, North Dakota","5,395",2.88,474,"1,991","38,049"
"McHenry County, Illinois","308,760",511.89,"59,827","71,117","17,111"
"McIntosh County, Georgia","14,333",33.78,"2,298","3,482","13,191"
"McIntosh County, North Dakota","2,809",2.88,233,"1,095","38,051"
"McIntosh County, Oklahoma","20,252",32.74,"2,122","5,501","40,091"
"McKean County, Pennsylvania","43,450",44.37,"3,802","11,159","42,083"
"McKenzie County, North Dakota","6,360",2.3,696,"3,661","38,053"
"McKinley County, New Mexico","71,492",13.12,"13,162","4,893","35,031"
"McLean County, Kentucky","9,531",37.75,988,"3,381","21,149"
"McLean County, Illinois","169,572",143.29,"35,918","37,081","17,113"
"McLean County, North Dakota","8,962",4.25,"1,070","3,827","38,055"
"McLennan County, Texas","234,906",226.5,"27,046","48,245","48,309"
"McLeod County, Minnesota","36,651",74.57,"4,978","12,155","27,085"
"McMinn County, Tennessee","52,266",121.51,"3,507","14,673","47,107"
"McMullen County, Texas",707,0.62,40,454,"48,311"
"McNairy County, Tennessee","26,075",46.33,"1,847","7,839","47,109"
"McPherson County, Kansas","29,180",32.48,"3,183","8,407","20,113"
"McPherson County, South Dakota","2,459",2.16,192,892,"46,089"
"McPherson County, Nebraska",539,0.63,14,257,"31,117"
"Meade County, Kentucky","28,602",93.65,"3,026","8,660","21,163"
"Meade County, Kansas","4,575",4.68,206,"1,390","20,119"
"Meade County, South Dakota","25,434",7.33,"2,223","8,441","46,093"
"Meagher County, Montana","1,891",0.79,191,728,"30,059"
"Mecklenburg County, North Carolina","919,628","1,755.54","292,258","154,303","37,119"
"Mecklenburg County, Virginia","32,727",52.32,"6,571","8,283","51,117"
"Mecosta County, Michigan","42,798",77.1,"5,827","10,305","26,107"
"Medina County, Texas","46,006",34.71,"4,624","12,054","48,325"
"Medina County, Ohio","172,332",408.99,"31,582","53,811","39,103"
"Meeker County, Minnesota","23,300",38.31,"3,192","8,103","27,093"
"Meigs County, Ohio","23,770",55.27,"2,157","6,869","39,105"
"Meigs County, Tennessee","11,753",60.23,856,"3,337","47,121"
"Mellette County, South Dakota","2,048",1.57,238,402,"46,095"
"Menard County, Illinois","12,705",40.41,"1,808","4,230","17,129"
"Menard County, Texas","2,242",2.49,153,681,"48,327"
"Mendocino County, California","87,841",25.05,"6,905","3,571","6,045"
"Menifee County, Kentucky","6,306",30.97,700,"2,010","21,165"
"Menominee County, Wisconsin","4,232",11.83,"1,003",269,"55,078"
"Menominee County, Michigan","24,029",23.01,"3,539","6,704","26,109"
"Merced County, California","255,793",132.19,"21,856","18,486","6,047"
"Mercer County, Kentucky","21,331",85.74,"2,395","7,740","21,167"
"Mercer County, North Dakota","8,424",8.08,616,"3,715","38,057"
"Mercer County, Missouri","3,785",8.34,216,"1,486","29,129"
"Mercer County, Illinois","16,434",29.28,"3,061","4,800","17,131"
"Mercer County, West Virginia","62,264",148.6,"4,689","17,362","54,055"
"Mercer County, Pennsylvania","116,638",173.42,"17,631","30,034","42,085"
"Mercer County, Ohio","40,814",88.26,"3,335","17,200","39,107"
"Mercer County, New Jersey","366,513","1,632.16","93,721","42,604","34,021"
"Meriwether County, Georgia","21,992",43.88,"3,800","5,216","13,199"
"Merrick County, Nebraska","7,845",16.18,601,"2,914","31,121"
"Merrimack County, New Hampshire","146,445",156.77,"40,198","37,674","33,013"
"Mesa County, Colorado","146,723",44.07,"20,958","48,129","8,077"
"Metcalfe County, Kentucky","10,099",34.87,976,"3,491","21,169"
"Miami County, Ohio","102,506",252.12,"12,832","36,311","39,109"
"Miami County, Indiana","36,903",98.71,"2,766","9,975","18,103"
"Miami County, Kansas","32,787",56.96,"3,949","9,839","20,121"
"Miami-Dade County, Florida","2,496,435","1,315.50","623,006","333,666","12,086"
"Middlesex County, Connecticut","165,676",448.62,"45,306","38,847","9,007"
"Middlesex County, Massachusetts","1,503,085","1,837.92","508,919","216,163","25,017"
"Middlesex County, Virginia","10,959",84.1,"2,107","3,668","51,119"
"Middlesex County, New Jersey","809,858","2,621.63","164,887","108,981","34,023"
"Midland County, Texas","136,872",152.03,"9,993","36,896","48,329"
"Midland County, Michigan","83,629",161.99,"15,655","23,877","26,111"
"Mifflin County, Pennsylvania","46,682",113.57,"3,563","14,050","42,087"
"Milam County, Texas","24,757",24.34,"2,042","6,340","48,331"
"Millard County, Utah","12,503",1.9,431,"3,860","49,027"
"Mille Lacs County, Minnesota","26,097",45.6,"3,709","8,340","27,095"
"Miller County, Arkansas","43,462",69.47,"4,273","11,293","5,091"
"Miller County, Georgia","6,125",21.69,622,"1,888","13,201"
"Miller County, Missouri","24,748",41.76,"1,750","9,285","29,131"
"Mills County, Iowa","15,059",34.43,"2,080","5,050","19,129"
"Mills County, Texas","4,936",6.6,242,"1,949","48,333"
"Milwaukee County, Wisconsin","947,735","3,925.96","288,986","126,091","55,079"
"Miner County, South Dakota","2,389",4.19,281,706,"46,097"
"Mineral County, West Virginia","28,212",86.06,"2,019","8,957","54,057"
"Mineral County, Montana","4,223",3.46,515,"1,322","30,061"
"Mineral County, Colorado",712,0.81,237,344,"8,079"
"Mineral County, Nevada","4,772",1.27,637,"1,179","32,021"
"Mingo County, West Virginia","26,839",63.43,"1,365","7,876","54,059"
"Minidoka County, Idaho","20,069",26.49,"1,167","4,887","16,067"
"Minnehaha County, South Dakota","169,468",209.96,"30,610","42,043","46,099"
"Missaukee County, Michigan","14,849",26.29,"1,565","5,386","26,113"
"Mississippi County, Arkansas","46,480",51.61,"5,621","6,988","5,093"
"Mississippi County, Missouri","14,358",34.88,"1,458","3,600","29,133"
"Missoula County, Montana","109,299",42.14,"30,740","21,699","30,063"
"Mitchell County, North Carolina","15,579",70.36,"1,585","6,225","37,121"
"Mitchell County, Kansas","6,373",9.08,469,"2,216","20,123"
"Mitchell County, Iowa","10,776",22.97,"1,879","3,180","19,131"
"Mitchell County, Georgia","23,498",45.89,"3,492","4,272","13,205"
"Mitchell County, Texas","9,403",10.32,353,"1,780","48,335"
"Mobile County, Alabama","412,992",335.92,"68,429","91,087","1,097"
"Modoc County, California","9,686",2.47,798,"2,413","6,049"
"Moffat County, Colorado","13,795",2.91,874,"5,293","8,081"
"Mohave County, Arizona","200,186",15.04,"16,485","54,656","4,015"
"Moniteau County, Missouri","15,607",37.6,"1,237","5,344","29,135"
"Monmouth County, New Jersey","630,380","1,344.69","135,825","165,305","34,025"
"Mono County, California","14,202",4.66,"2,696","2,080","6,051"
"Monona County, Iowa","9,243",13.32,"1,244","3,115","19,133"
"Monongalia County, West Virginia","96,189",267.15,"14,568","18,278","54,061"
"Monroe County, Mississippi","36,989",48.35,"5,485","10,107","28,095"
"Monroe County, Arkansas","8,149",13.42,"1,298","1,400","5,095"
"Monroe County, Indiana","137,974",349.74,"34,183","20,527","18,105"
"Monroe County, Iowa","7,970",18.38,"1,053","2,635","19,135"
"Monroe County, Tennessee","44,519",70.05,"3,184","13,361","47,123"
"Monroe County, Florida","73,090",74.33,"18,949","21,885","12,087"
"Monroe County, Missouri","8,840",13.65,853,"3,159","29,137"
"Monroe County, Michigan","152,021",276.71,"26,859","43,255","26,115"
"Monroe County, West Virginia","13,502",28.56,"1,089","4,337","54,063"
"Monroe County, Pennsylvania","169,842",279.21,"31,930","31,706","42,089"
"Monroe County, Illinois","32,957",85.6,"5,522","12,614","17,133"
"Monroe County, Wisconsin","44,673",49.59,"7,047","11,442","55,081"
"Monroe County, Alabama","23,068",22.49,"4,310","5,771","1,099"
"Monroe County, Ohio","14,642",32.13,"1,647","4,781","39,111"
"Monroe County, New York","744,344","1,132.59","174,063","128,871","36,055"
"Monroe County, Georgia","26,424",66.78,"3,570","8,821","13,207"
"Monroe County, Kentucky","10,963",33.28,601,"4,278","21,171"
"Montague County, Texas","19,719",21.18,885,"7,526","48,337"
"Montcalm County, Michigan","63,342",89.8,"7,874","16,907","26,117"
"Monterey County, California","415,057",126.52,"64,733","26,378","6,053"
"Montezuma County, Colorado","25,535",12.58,"3,920","7,771","8,083"
"Montgomery County, Mississippi","10,925",26.84,"1,775","2,334","28,097"
"Montgomery County, Maryland","971,777","1,978.15","309,761","82,985","24,031"
"Montgomery County, Missouri","12,236",22.82,"1,118","4,124","29,139"
"Montgomery County, Arkansas","9,487",12.16,735,"2,573","5,097"
"Montgomery County, Texas","455,746",437.49,"45,744","150,188","48,339"
"Montgomery County, New York","50,219",124.6,"5,961","10,579","36,057"
"Montgomery County, North Carolina","27,798",56.53,"4,108","7,070","37,123"
"Montgomery County, Alabama","229,363",292.46,"58,669","33,928","1,101"
