name	total	density	dem	gop
"LaSalle County, Illinois"	"113,924"	100.36	0.397899	0.542221
"Lassen County, California"	"34,895"	7.68	0.213395	0.726732
"Latah County, Idaho"	"37,244"	34.61	0.445994	0.399813
"Latimer County, Oklahoma"	"11,154"	15.45	0.19679	0.763951
"Lauderdale County, Mississippi"	"80,261"	114.07	0.376635	0.60669
"Lauderdale County, Tennessee"	"27,815"	58.93	0.421295	0.562802
"Lauderdale County, Alabama"	"92,709"	138.85	0.254477	0.71458
"Laurel County, Kentucky"	"58,849"	135.61	0.138648	0.829954
"Laurens County, South Carolina"	"66,537"	93.21	0.334101	0.633452
"Laurens County, Georgia"	"48,434"	60	0.346411	0.637649
"Lavaca County, Texas"	"19,263"	19.86	0.135526	0.85011
"Lawrence County, Indiana"	"46,134"	102.71	0.220696	0.735689
"Lawrence County, Arkansas"	"17,415"	29.64	0.224374	0.721975
"Lawrence County, Alabama"	"34,339"	49.72	0.24694	0.733912
"Lawrence County, Pennsylvania"	"91,108"	254.37	0.343558	0.624411
"Lawrence County, Ohio"	"62,450"	137.75	0.263941	0.702917
"Lawrence County, Missouri"	"38,634"	63.15	0.173804	0.784695
"Lawrence County, Kentucky"	"15,860"	38.16	0.173099	0.797747
"Lawrence County, Mississippi"	"12,929"	30.02	0.344604	0.643388
"Lawrence County, Tennessee"	"41,869"	67.84	0.180163	0.793141
"Lawrence County, Illinois"	"16,833"	45.23	0.21328	0.747972
"Lawrence County, South Dakota"	"24,097"	30.12	0.283398	0.625823
"Le Flore County, Oklahoma"	"50,384"	31.7	0.188674	0.775975
"Le Sueur County, Minnesota"	"27,703"	61.73	0.310957	0.617609
"Lea County, New Mexico"	"64,727"	14.74	0.223214	0.708504
"Leake County, Mississippi"	"23,805"	40.83	0.424253	0.566027
"Leavenworth County, Kansas"	"76,227"	164.7	0.339129	0.585894
"Lebanon County, Pennsylvania"	"133,568"	369.14	0.303195	0.658744
"Lee County, Florida"	"618,754"	788.71	0.38283	0.586687
"Lee County, North Carolina"	"57,866"	226.96	0.420652	0.552156
"Lee County, Arkansas"	"10,424"	17.3	0.577563	0.409121
"Lee County, Iowa"	"35,862"	69.3	0.389794	0.551312
"Lee County, Illinois"	"36,031"	49.71	0.36142	0.565035
"Lee County, Georgia"	"28,298"	79.54	0.224443	0.75436
"Lee County, Kentucky"	"7,887"	37.76	0.166729	0.807736
"Lee County, South Carolina"	"19,220"	46.86	0.637485	0.343896
"Lee County, Alabama"	"140,247"	230.85	0.363928	0.595148
"Lee County, Mississippi"	"82,910"	184.26	0.301339	0.67852
"Lee County, Texas"	"16,612"	26.41	0.210365	0.766023
"Lee County, Virginia"	"25,587"	58.75	0.173955	0.806372
"Leelanau County, Michigan"	"21,708"	62.53	0.459036	0.490547
"Leflore County, Mississippi"	"32,317"	54.54	0.697993	0.288208
"Lehigh County, Pennsylvania"	"349,497"	"1,012.55"	0.503735	0.459286
"Lemhi County, Idaho"	"7,936"	1.74	0.180187	0.740167
"Lenawee County, Michigan"	"99,892"	133.27	0.364964	0.575836
"Lenoir County, North Carolina"	"59,495"	148.52	0.460863	0.523686
"Leon County, Texas"	"16,801"	15.66	0.122722	0.862832
"Leon County, Florida"	"275,487"	413.12	0.605141	0.353971
"Leslie County, Kentucky"	"11,310"	28.22	0.089146	0.894807
"Letcher County, Kentucky"	"24,519"	72.56	0.168875	0.798708
"Levy County, Florida"	"40,801"	36.49	0.26287	0.710384
"Lewis and Clark County, Montana"	"63,395"	18.33	0.42529	0.494554
"Lewis County, Tennessee"	"12,161"	43.11	0.193436	0.777874
"Lewis County, Washington"	"75,455"	31.4	0.289498	0.65105
"Lewis County, West Virginia"	"16,372"	42.54	0.194045	0.761801
"Lewis County, Missouri"	"10,211"	20.22	0.209569	0.750898
"Lewis County, Kentucky"	"13,870"	28.73	0.148309	0.824296
"Lewis County, New York"	"27,087"	21.25	0.274244	0.670675
"Lewis County, Idaho"	"3,821"	7.98	0.169811	0.755975
"Lexington city, Virginia"	"7,042"	"2,820.30"	0.618464	0.312908
"Lexington County, South Carolina"	"262,391"	375.43	0.288462	0.655558
"Liberty County, Florida"	"8,365"	10.01	0.197572	0.771472
"Liberty County, Montana"	"2,339"	1.64	0.216017	0.73235
"Liberty County, Texas"	"75,643"	65.3	0.200828	0.780625
"Liberty County, Georgia"	"63,453"	129.55	0.59265	0.380861
"Licking County, Ohio"	"166,492"	243.94	0.331994	0.621494
"Limestone County, Texas"	"23,384"	25.83	0.228556	0.751438
"Limestone County, Alabama"	"82,782"	147.84	0.237056	0.731574
"Lincoln County, Minnesota"	"5,896"	10.98	0.286476	0.642905
"Lincoln County, Colorado"	"5,467"	2.12	0.166112	0.779767
"Lincoln County, New Mexico"	"20,497"	4.24	0.262986	0.664973
"Lincoln County, Arkansas"	"14,134"	25.17	0.328264	0.643681
"Lincoln County, West Virginia"	"21,720"	49.7	0.205352	0.75229
"Lincoln County, Georgia"	"7,996"	38.01	0.31	0.672927
"Lincoln County, Washington"	"10,570"	4.57	0.217498	0.719431
"Lincoln County, Mississippi"	"34,869"	59.49	0.293425	0.694399
"Lincoln County, Nebraska"	"36,288"	14.15	0.183616	0.765089
"Lincoln County, Montana"	"19,687"	5.45	0.220541	0.726486
"Lincoln County, South Dakota"	"44,828"	77.65	0.320082	0.614284
"Lincoln County, Wyoming"	"18,106"	4.44	0.131579	0.807216
"Lincoln County, Idaho"	"5,208"	4.33	0.20595	0.677346
"Lincoln County, Missouri"	"52,566"	83.9	0.22372	0.728608
"Lincoln County, North Carolina"	"78,265"	262.69	0.249335	0.72633
"Lincoln County, Tennessee"	"33,361"	58.49	0.192163	0.781839
"Lincoln County, Maine"	"34,457"	75.59	0.477837	0.453854
"Lincoln County, Kentucky"	"24,742"	74.06	0.195186	0.767975
"Lincoln County, Kansas"	"3,241"	4.51	0.14779	0.80663
"Lincoln County, Wisconsin"	"28,743"	32.7	0.368743	0.576804
"Lincoln County, Oklahoma"	"34,273"	35.99	0.173059	0.774088
"Lincoln County, Oregon"	"46,034"	46.98	0.511754	0.411941
"Lincoln County, Nevada"	"5,345"	0.5	0.133677	0.783771
"Lincoln Parish, Louisiana"	"46,735"	99.07	0.380519	0.576565
"Linn County, Missouri"	"12,761"	20.73	0.222362	0.73295
"Linn County, Kansas"	"9,656"	16.25	0.168497	0.789203
"Linn County, Iowa"	"211,226"	294.65	0.510021	0.42021
"Linn County, Oregon"	"116,672"	50.95	0.318983	0.597233
"Lipscomb County, Texas"	"3,302"	3.54	0.102118	0.876702
"Litchfield County, Connecticut"	"189,927"	206.32	0.408851	0.547817
"Little River County, Arkansas"	"13,171"	24.75	0.269068	0.694145
"Live Oak County, Texas"	"11,531"	11.09	0.17319	0.808531
"Livingston County, Kentucky"	"9,519"	30.4	0.191081	0.769065
"Livingston County, Missouri"	"15,195"	28.54	0.197409	0.761392
"Livingston County, Michigan"	"180,967"	320.15	0.32562	0.621963
"Livingston County, Illinois"	"38,950"	37.3	0.265302	0.675477
"Livingston County, New York"	"65,393"	103.51	0.334088	0.612537
"Livingston Parish, Louisiana"	"128,026"	197.52	0.120451	0.845702
"Llano County, Texas"	"19,301"	20.66	0.17587	0.798208
"Logan County, Kansas"	"2,756"	2.57	0.110534	0.833828
"Logan County, Ohio"	"45,858"	100.03	0.215976	0.741943
"Logan County, Kentucky"	"26,835"	48.6	0.252845	0.71384
"Logan County, North Dakota"	"1,990"	2	0.108738	0.841748
"Logan County, West Virginia"	"36,743"	80.98	0.169062	0.801137
"Logan County, Arkansas"	"22,353"	31.57	0.218395	0.731854
"Logan County, Oklahoma"	"41,848"	56.26	0.223718	0.71844
"Logan County, Colorado"	"22,709"	12.35	0.189961	0.749536
"Logan County, Illinois"	"30,305"	49.03	0.272135	0.673289
"Logan County, Nebraska"	763	1.34	0.070953	0.886918
"Long County, Georgia"	"14,464"	36.13	0.330007	0.638355
"Lonoke County, Arkansas"	"68,356"	88.69	0.21064	0.743555
"Lorain County, Ohio"	"301,356"	613.63	0.475346	0.478186
"Los Alamos County, New Mexico"	"17,950"	164.43	0.52186	0.319175
"Los Angeles County, California"	"9,818,605"	"2,419.64"	0.714072	0.233887
"Loudon County, Tennessee"	"48,556"	211.84	0.210951	0.75472
"Loudoun County, Virginia"	"312,311"	605.77	0.554234	0.386281
"Louisa County, Virginia"	"33,153"	66.8	0.354601	0.60016
"Louisa County, Iowa"	"11,387"	28.34	0.332389	0.619057
"Loup County, Nebraska"	632	1.11	0.125654	0.84555
"Love County, Oklahoma"	"9,423"	18.33	0.194085	0.771059
"Loving County, Texas"	82	0.12	0.0625	0.890625
"Lowndes County, Georgia"	"109,233"	220.2	0.396979	0.578817
"Lowndes County, Alabama"	"11,299"	15.78	0.731276	0.262283
"Lowndes County, Mississippi"	"59,779"	118.26	0.459247	0.522057
"Lubbock County, Texas"	"278,831"	311.33	0.285091	0.668631
"Lucas County, Ohio"	"441,815"	"1,296.20"	0.560104	0.386584
"Lucas County, Iowa"	"8,898"	20.66	0.287643	0.668606
"Luce County, Michigan"	"6,631"	7.38	0.264363	0.681677
"Lumpkin County, Georgia"	"29,966"	105.91	0.179812	0.780023
"Luna County, New Mexico"	"25,095"	8.46	0.440994	0.480055
"Lunenburg County, Virginia"	"12,914"	29.92	0.399139	0.574861
"Luzerne County, Pennsylvania"	"320,918"	360.45	0.387656	0.583948
"Lycoming County, Pennsylvania"	"116,111"	94.51	0.257009	0.705353
"Lyman County, South Dakota"	"3,755"	2.29	0.259676	0.687544
"Lynchburg city, Virginia"	"75,568"	"1,538.20"	0.418315	0.508614
"Lynn County, Texas"	"5,915"	6.63	0.201803	0.774161
"Lyon County, Kansas"	"33,690"	39.75	0.379395	0.540996
"Lyon County, Minnesota"	"25,857"	36.19	0.31536	0.598236
"Lyon County, Kentucky"	"8,314"	38.88	0.263956	0.704471
"Lyon County, Iowa"	"11,581"	19.71	0.144729	0.818813
"Lyon County, Nevada"	"51,980"	25.97	0.258648	0.673554
"Mackinac County, Michigan"	"11,113"	10.88	0.342477	0.614323
"Macomb County, Michigan"	"840,978"	"1,754.88"	0.420844	0.536302
"Macon County, Missouri"	"15,566"	19.43	0.20029	0.764481
"Macon County, Alabama"	"21,452"	35.23	0.827275	0.159351
"Macon County, Georgia"	"14,740"	36.79	0.630977	0.359226
"Macon County, Illinois"	"110,768"	190.75	0.385149	0.566419
"Macon County, Tennessee"	"22,248"	72.44	0.142991	0.835781
"Macon County, North Carolina"	"33,922"	65.8	0.279246	0.69422
"Macoupin County, Illinois"	"47,765"	55.35	0.298524	0.648691
"Madera County, California"	"150,865"	70.59	0.387678	0.560984
"Madison County, Tennessee"	"98,294"	176.43	0.408802	0.564585
"Madison County, North Carolina"	"20,764"	46.19	0.355554	0.614171
"Madison County, New York"	"73,442"	112.15	0.385076	0.543991
"Madison County, Kentucky"	"82,916"	189.61	0.316014	0.627874
"Madison County, Indiana"	"131,636"	291.28	0.346534	0.603354
"Madison County, Texas"	"13,664"	29.32	0.205697	0.781929
"Madison County, Missouri"	"12,226"	24.73	0.188981	0.771343
"Madison County, Illinois"	"269,282"	376.31	0.393551	0.5496
"Madison County, Ohio"	"43,435"	93.23	0.278262	0.6756
"Madison County, Virginia"	"13,308"	41.5	0.317566	0.63715
"Madison County, Mississippi"	"95,203"	133.24	0.407521	0.568438
"Madison County, Georgia"	"28,120"	99.61	0.202846	0.769778
"Madison County, Alabama"	"334,811"	417.68	0.391508	0.559336
"Madison County, Iowa"	"15,679"	27.95	0.312801	0.626071
"Madison County, Florida"	"19,224"	27.62	0.414677	0.570269
"Madison County, Nebraska"	"34,876"	60.89	0.190814	0.753654
"Madison County, Arkansas"	"15,717"	18.84	0.234002	0.725007
"Madison County, Montana"	"7,691"	2.14	0.249575	0.696686
"Madison County, Idaho"	"37,536"	80	0.07656	0.569962
"Madison Parish, Louisiana"	"12,093"	19.37	0.579882	0.407227
"Magoffin County, Kentucky"	"13,333"	43.23	0.22922	0.747898
"Mahaska County, Iowa"	"22,381"	39.21	0.248332	0.705546
"Mahnomen County, Minnesota"	"5,413"	9.7	0.448409	0.477821
"Mahoning County, Ohio"	"238,823"	580.2	0.498001	0.468044
"Major County, Oklahoma"	"7,527"	7.88	0.091203	0.86496
"Malheur County, Oregon"	"31,313"	3.17	0.222412	0.717688
"Manassas city, Virginia"	"37,821"	"3,827.77"	0.55194	0.390138
"Manassas Park city, Virginia"	"14,273"	"5,633.14"	0.617185	0.332183
"Manatee County, Florida"	"322,833"	434.54	0.398082	0.569574
"Manistee County, Michigan"	"24,733"	45.62	0.395221	0.548897
"Manitowoc County, Wisconsin"	"81,442"	138.25	0.364157	0.580981
"Marathon County, Wisconsin"	"134,063"	86.77	0.384552	0.566602
"Marengo County, Alabama"	"21,027"	21.52	0.512148	0.477165
"Maricopa County, Arizona"	"3,817,117"	414.9	0.456797	0.491262
"Maries County, Missouri"	"9,176"	17.41	0.176523	0.791241
"Marin County, California"	"252,409"	485.12	0.78815	0.159458
"Marinette County, Wisconsin"	"41,749"	29.83	0.312478	0.650433
"Marion County, Oregon"	"315,335"	266.71	0.440444	0.490379
"Marion County, Georgia"	"8,742"	23.89	0.381087	0.603519
"Marion County, Indiana"	"903,393"	"2,279.58"	0.589016	0.360672
"Marion County, Texas"	"10,546"	27.69	0.274845	0.705659
"Marion County, Florida"	"331,298"	209.08	0.355091	0.617302
"Marion County, Missouri"	"28,781"	65.87	0.23198	0.729964
"Marion County, Iowa"	"33,309"	60.07	0.311553	0.62322
"Marion County, Kansas"	"12,660"	13.41	0.215371	0.718756
"Marion County, Tennessee"	"28,237"	56.68	0.261171	0.70901
"Marion County, Arkansas"	"16,653"	27.89	0.204972	0.755731
"Marion County, Kentucky"	"19,820"	57.78	0.330414	0.631722
"Marion County, South Carolina"	"33,062"	67.58	0.599423	0.382218
"Marion County, Mississippi"	"27,088"	49.94	0.312156	0.672638
"Marion County, Alabama"	"30,776"	41.46	0.110905	0.873064
"Marion County, Ohio"	"66,501"	164.71	0.30209	0.645781
"Marion County, Illinois"	"39,437"	68.9	0.25488	0.703434
"Marion County, West Virginia"	"56,418"	182.74	0.302313	0.636927
"Mariposa County, California"	"18,251"	12.6	0.351695	0.584094
"Marlboro County, South Carolina"	"28,933"	60.32	0.572588	0.411185
"Marquette County, Michigan"	"67,077"	37.09	0.487643	0.445208
"Marquette County, Wisconsin"	"15,404"	33.81	0.359401	0.603097
"Marshall County, Mississippi"	"37,144"	52.6	0.540482	0.443938
"Marshall County, Tennessee"	"30,617"	81.55	0.249781	0.716278
"Marshall County, Indiana"	"47,051"	106.06	0.266437	0.682252
"Marshall County, Kansas"	"10,117"	11.24	0.231542	0.709917
"Marshall County, South Dakota"	"4,656"	5.56	0.387262	0.542373
"Marshall County, West Virginia"	"33,107"	108.39	0.221203	0.731101
"Marshall County, Illinois"	"12,640"	32.68	0.302219	0.639675
"Marshall County, Kentucky"	"31,448"	104.39	0.22017	0.738818
"Marshall County, Iowa"	"40,648"	71	0.430678	0.515537
"Marshall County, Alabama"	"93,019"	164.39	0.140512	0.835607
"Marshall County, Minnesota"	"9,439"	5.32	0.255528	0.66917
"Marshall County, Oklahoma"	"15,840"	42.69	0.199563	0.76581
"Martin County, North Carolina"	"24,505"	53.13	0.49055	0.495613
"Martin County, Florida"	"146,318"	269.23	0.351734	0.620263
"Martin County, Minnesota"	"20,840"	29.26	0.261056	0.674563
"Martin County, Indiana"	"10,334"	30.78	0.183274	0.768671
"Martin County, Kentucky"	"12,929"	56.31	0.091875	0.886611
"Martin County, Texas"	"4,799"	5.25	0.151567	0.82792
"Martinsville city, Virginia"	"13,821"	"1,261.47"	0.601226	0.365912
"Mason County, Washington"	"60,699"	63.27	0.427558	0.487593
"Mason County, Texas"	"4,012"	4.32	0.171943	0.806624
"Mason County, West Virginia"	"27,324"	63.43	0.204548	0.751063
"Mason County, Michigan"	"28,705"	57.98	0.360281	0.580229
"Mason County, Kentucky"	"17,490"	72.84	0.273156	0.685524
"Mason County, Illinois"	"14,666"	27.2	0.312141	0.629722
"Massac County, Illinois"	"15,429"	65.04	0.234434	0.730288
"Matagorda County, Texas"	"36,702"	33.36	0.284999	0.691655
"Mathews County, Virginia"	"8,978"	104.48	0.295351	0.66421
"Maui County, Hawaii"	"154,834"	133.3	0.644546	0.258846
"Maury County, Tennessee"	"80,956"	132.04	0.285902	0.67814
"Maverick County, Texas"	"54,258"	42.41	0.76516	0.207242
"Mayes County, Oklahoma"	"41,259"	62.95	0.217859	0.735107
"McClain County, Oklahoma"	"34,506"	60.46	0.171804	0.780985
"McCone County, Montana"	"1,734"	0.66	0.145833	0.8125
"McCook County, South Dakota"	"5,618"	9.78	0.240819	0.693467
"McCormick County, South Carolina"	"10,233"	28.49	0.47536	0.508341
"McCracken County, Kentucky"	"65,565"	263.58	0.29197	0.664046
"McCreary County, Kentucky"	"18,306"	42.89	0.115038	0.86833
"McCulloch County, Texas"	"8,283"	7.77	0.155541	0.825016
"McCurtain County, Oklahoma"	"33,151"	17.92	0.16799	0.806985
"McDonald County, Missouri"	"23,083"	42.79	0.161424	0.80153
"McDonough County, Illinois"	"32,612"	55.33	0.40883	0.525871
"McDowell County, North Carolina"	"44,996"	102.12	0.237511	0.742292
"McDowell County, West Virginia"	"22,113"	41.45	0.231267	0.746723
"McDuffie County, Georgia"	"21,875"	84.96	0.399115	0.586103
"McHenry County, North Dakota"	"5,395"	2.88	0.176405	0.740975
"McHenry County, Illinois"	"308,760"	511.89	0.426894	0.507453
"McIntosh County, Georgia"	"14,333"	33.78	0.389954	0.590871
"McIntosh County, North Dakota"	"2,809"	2.88	0.163739	0.769501
"McIntosh County, Oklahoma"	"20,252"	32.74	0.26665	0.691254
"McKean County, Pennsylvania"	"43,450"	44.37	0.244156	0.716607
"McKenzie County, North Dakota"	"6,360"	2.3	0.151502	0.796909
"McKinley County, New Mexico"	"71,492"	13.12	0.633062	0.235342
"McLean County, Kentucky"	"9,531"	37.75	0.216429	0.740635
"McLean County, Illinois"	"169,572"	143.29	0.454687	0.469409
"McLean County, North Dakota"	"8,962"	4.25	0.205532	0.735113
"McLennan County, Texas"	"234,906"	226.5	0.345614	0.61651
"McLeod County, Minnesota"	"36,651"	74.57	0.266431	0.650557
"McMinn County, Tennessee"	"52,266"	121.51	0.1876	0.784904
"McMullen County, Texas"	707	0.62	0.080483	0.913481
"McNairy County, Tennessee"	"26,075"	46.33	0.184056	0.781166
"McPherson County, Kansas"	"29,180"	32.48	0.255806	0.675641
"McPherson County, South Dakota"	"2,459"	2.16	0.168865	0.784521
"McPherson County, Nebraska"	539	0.63	0.048951	0.898601
"Meade County, Kentucky"	"28,602"	93.65	0.247566	0.7085
"Meade County, Kansas"	"4,575"	4.68	0.122985	0.829851
"Meade County, South Dakota"	"25,434"	7.33	0.191292	0.726357
"Meagher County, Montana"	"1,891"	0.79	0.196907	0.750515
"Mecklenburg County, North Carolina"	"919,628"	"1,755.54"	0.63282	0.334109
"Mecklenburg County, Virginia"	"32,727"	52.32	0.432958	0.54576
"Mecosta County, Michigan"	"42,798"	77.1	0.339787	0.60091
"Medina County, Texas"	"46,006"	34.71	0.269041	0.701344
"Medina County, Ohio"	"172,332"	408.99	0.353424	0.602182
"Meeker County, Minnesota"	"23,300"	38.31	0.261682	0.664289
"Meigs County, Ohio"	"23,770"	55.27	0.229224	0.729968
"Meigs County, Tennessee"	"11,753"	60.23	0.198562	0.774066
"Mellette County, South Dakota"	"2,048"	1.57	0.348463	0.58858
"Menard County, Illinois"	"12,705"	40.41	0.281488	0.658571
"Menard County, Texas"	"2,242"	2.49	0.177907	0.79186
"Mendocino County, California"	"87,841"	25.05	0.603848	0.312287
"Menifee County, Kentucky"	"6,306"	30.97	0.251889	0.723282
"Menominee County, Wisconsin"	"4,232"	11.83	0.784206	0.210321
"Menominee County, Michigan"	"24,029"	23.01	0.328751	0.622759
"Merced County, California"	"255,793"	132.19	0.513981	0.434729
"Mercer County, Kentucky"	"21,331"	85.74	0.226392	0.731638
"Mercer County, North Dakota"	"8,424"	8.08	0.134969	0.813979
"Mercer County, Missouri"	"3,785"	8.34	0.124209	0.854514
"Mercer County, Illinois"	"16,434"	29.28	0.363669	0.570274
"Mercer County, West Virginia"	"62,264"	148.6	0.20459	0.757537
"Mercer County, Pennsylvania"	"116,638"	173.42	0.355507	0.605597
"Mercer County, Ohio"	"40,814"	88.26	0.156463	0.806943
"Mercer County, New Jersey"	"366,513"	"1,632.16"	0.663127	0.301446
"Meriwether County, Georgia"	"21,992"	43.88	0.413898	0.56813
"Merrick County, Nebraska"	"7,845"	16.18	0.162126	0.78608
"Merrimack County, New Hampshire"	"146,445"	156.77	0.490327	0.45954
"Mesa County, Colorado"	"146,723"	44.07	0.279903	0.642783
"Metcalfe County, Kentucky"	"10,099"	34.87	0.211438	0.756282
"Miami County, Ohio"	"102,506"	252.12	0.249325	0.70552
"Miami County, Indiana"	"36,903"	98.71	0.205804	0.742188
"Miami County, Kansas"	"32,787"	56.96	0.26842	0.668774
"Miami-Dade County, Florida"	"2,496,435"	"1,315.50"	0.636584	0.340938
"Middlesex County, Connecticut"	"165,676"	448.62	0.5125	0.439436
"Middlesex County, Massachusetts"	"1,503,085"	"1,837.92"	0.663228	0.281705
"Middlesex County, Virginia"	"10,959"	84.1	0.351518	0.611945
"Middlesex County, New Jersey"	"809,858"	"2,621.63"	0.583324	0.385544
"Midland County, Texas"	"136,872"	152.03	0.204972	0.756794
"Midland County, Michigan"	"83,629"	161.99	0.369405	0.563416
"Mifflin County, Pennsylvania"	"46,682"	113.57	0.195351	0.770327
"Milam County, Texas"	"24,757"	24.34	0.237249	0.73661
"Millard County, Utah"	"12,503"	1.9	0.082346	0.737486
"Mille Lacs County, Minnesota"	"26,097"	45.6	0.286454	0.644115
"Miller County, Arkansas"	"43,462"	69.47	0.266812	0.705151
"Miller County, Georgia"	"6,125"	21.69	0.244882	0.743307
"Miller County, Missouri"	"24,748"	41.76	0.15332	0.813475
"Mills County, Iowa"	"15,059"	34.43	0.273396	0.663775
"Mills County, Texas"	"4,936"	6.6	0.108132	0.870867
"Milwaukee County, Wisconsin"	"947,735"	"3,925.96"	0.664381	0.289884
"Miner County, South Dakota"	"2,389"	4.19	0.264098	0.663534
"Mineral County, West Virginia"	"28,212"	86.06	0.17695	0.785013
"Mineral County, Montana"	"4,223"	3.46	0.260892	0.669706
"Mineral County, Colorado"	712	0.81	0.363497	0.527607
"Mineral County, Nevada"	"4,772"	1.27	0.318978	0.590386
"Mingo County, West Virginia"	"26,839"	63.43	0.144155	0.831767
"Minidoka County, Idaho"	"20,069"	26.49	0.169869	0.711354
"Minnehaha County, South Dakota"	"169,468"	209.96	0.391117	0.537201
"Missaukee County, Michigan"	"14,849"	26.29	0.214354	0.737707
"Mississippi County, Arkansas"	"46,480"	51.61	0.432551	0.537745
"Mississippi County, Missouri"	"14,358"	34.88	0.282285	0.696999
"Missoula County, Montana"	"109,299"	42.14	0.536746	0.378883
"Mitchell County, North Carolina"	"15,579"	70.36	0.199421	0.783216
"Mitchell County, Kansas"	"6,373"	9.08	0.166076	0.784703
"Mitchell County, Iowa"	"10,776"	22.97	0.35056	0.593284
"Mitchell County, Georgia"	"23,498"	45.89	0.444444	0.543719
"Mitchell County, Texas"	"9,403"	10.32	0.161187	0.812785
"Mobile County, Alabama"	"412,992"	335.92	0.418815	0.557492
"Modoc County, California"	"9,686"	2.47	0.237571	0.718369
"Moffat County, Colorado"	"13,795"	2.91	0.134255	0.813057
"Mohave County, Arizona"	"200,186"	15.04	0.222203	0.736713
"Moniteau County, Missouri"	"15,607"	37.6	0.181698	0.784959
"Monmouth County, New Jersey"	"630,380"	"1,344.69"	0.436072	0.530718
"Mono County, California"	"14,202"	4.66	0.523089	0.40357
"Monona County, Iowa"	"9,243"	13.32	0.274917	0.688398
"Monongalia County, West Virginia"	"96,189"	267.15	0.40769	0.511516
"Monroe County, Mississippi"	"36,989"	48.35	0.34757	0.640454
"Monroe County, Arkansas"	"8,149"	13.42	0.46927	0.506146
"Monroe County, Indiana"	"137,974"	349.74	0.593218	0.356229
"Monroe County, Iowa"	"7,970"	18.38	0.273933	0.685484
"Monroe County, Tennessee"	"44,519"	70.05	0.186745	0.783636
"Monroe County, Florida"	"73,090"	74.33	0.446552	0.515742
"Monroe County, Missouri"	"8,840"	13.65	0.205691	0.761755
"Monroe County, Michigan"	"152,021"	276.71	0.362465	0.58373
"Monroe County, West Virginia"	"13,502"	28.56	0.192063	0.764903
"Monroe County, Pennsylvania"	"169,842"	279.21	0.484199	0.480802
"Monroe County, Illinois"	"32,957"	85.6	0.289504	0.661319
"Monroe County, Wisconsin"	"44,673"	49.59	0.360387	0.585149
"Monroe County, Alabama"	"23,068"	22.49	0.423171	0.566618
"Monroe County, Ohio"	"14,642"	32.13	0.246336	0.715076
"Monroe County, New York"	"744,344"	"1,132.59"	0.543668	0.402516
"Monroe County, Georgia"	"26,424"	66.78	0.281657	0.695937
"Monroe County, Kentucky"	"10,963"	33.28	0.120417	0.857143
"Montague County, Texas"	"19,719"	21.18	0.102859	0.874709
"Montcalm County, Michigan"	"63,342"	89.8	0.296505	0.636655
"Monterey County, California"	"415,057"	126.52	0.669587	0.27285
"Montezuma County, Colorado"	"25,535"	12.58	0.308516	0.611601
"Montgomery County, Mississippi"	"10,925"	26.84	0.426478	0.560788
"Montgomery County, Maryland"	"971,777"	"1,978.15"	0.75866	0.203245
"Montgomery County, Missouri"	"12,236"	22.82	0.206121	0.760324
"Montgomery County, Arkansas"	"9,487"	12.16	0.213353	0.74688
"Montgomery County, Texas"	"455,746"	437.49	0.225248	0.73954
"Montgomery County, New York"	"50,219"	124.6	0.34184	0.606664
"Montgomery County, North Carolina"	"27,798"	56.53	0.358809	0.617521
"Montgomery County, Alabama"	"229,363"	292.46	0.620363	0.358753
"Montgomery County, Illinois"	"30,104"	42.78	0.27204	0.671603
"Montgomery County, Pennsylvania"	"799,874"	"1,655.92"	0.587297	0.376157
"Montgomery County, Virginia"	"94,392"	243.9	0.46879	0.455674
"Montgomery County, Indiana"	"38,124"	75.55	0.222634	0.731806
"Montgomery County, Tennessee"	"172,331"	319.62	0.37861	0.564266
"Montgomery County, Kansas"	"35,471"	55.12	0.219995	0.728383
"Montgomery County, Ohio"	"535,153"	"1,159.46"	0.471474	0.483916
"Montgomery County, Iowa"	"10,740"	25.32	0.262505	0.686475
"Montgomery County, Kentucky"	"26,499"	134.26	0.276121	0.686893
"Montgomery County, Georgia"	"9,123"	38.09	0.237921	0.749438
"Montmorency County, Michigan"	"9,765"	17.86	0.256789	0.698482
"Montour County, Pennsylvania"	"18,267"	140.25	0.334036	0.617926
"Montrose County, Colorado"	"41,276"	18.42	0.258092	0.678832
"Moody County, South Dakota"	"6,486"	12.49	0.355631	0.590102
"Moore County, Texas"	"21,904"	24.35	0.208286	0.755226
"Moore County, Tennessee"	"6,362"	49.23	0.169515	0.7946
"Moore County, North Carolina"	"88,247"	126.46	0.338206	0.634043
"Mora County, New Mexico"	"4,881"	2.53	0.631124	0.27254
"Morehouse Parish, Louisiana"	"27,979"	35.2	0.434948	0.548599
"Morgan County, Illinois"	"35,547"	62.5	0.321284	0.620251
"Morgan County, Missouri"	"20,565"	34.41	0.200567	0.766534
"Morgan County, Ohio"	"15,054"	36.15	0.272019	0.68601
"Morgan County, Georgia"	"17,868"	51.44	0.281717	0.695178
"Morgan County, Colorado"	"28,159"	21.99	0.263122	0.681696
"Morgan County, Kentucky"	"13,923"	36.53	0.211078	0.761225
"Morgan County, West Virginia"	"17,541"	76.57	0.20537	0.748919
"Morgan County, Tennessee"	"21,987"	42.11	0.158013	0.814676
"Morgan County, Utah"	"9,469"	15.54	0.111371	0.614486
